ra,dec,dist_au,zone
251.747277,-21.002136,9.039273,A
251.744334,-21.000438,9.039753,A
251.743994,-20.999646,9.039996,A
251.756107,-21.000633,9.039917,A
251.749136,-20.997494,9.040775,A
251.750226,-21.002517,9.039209,A
251.756014,-20.999944,9.040133,A
251.746467,-21.001833,9.039353,A
251.756168,-21.000119,9.040081,A
251.750844,-20.997600,9.040775,A
251.750686,-20.997544,9.040789,A
251.748756,-21.002438,9.039206,A
251.745544,-21.001544,9.039427,A
251.748558,-21.002438,9.039202,A
251.755879,-21.000809,9.039857,A
251.751463,-20.997592,9.040789,A
251.754768,-20.998937,9.040428,A
251.744341,-21.000184,9.039833,A
251.750402,-20.997505,9.040796,A
251.755846,-21.000552,9.039938,A
251.755840,-21.001115,9.039760,A
251.744185,-21.000583,9.039704,A
251.755204,-20.999118,9.040379,A
251.755194,-21.001608,9.039592,A
251.745228,-20.998516,9.040377,A
251.748570,-20.997636,9.040720,A
251.754910,-21.001711,9.039554,A
251.745525,-20.998030,9.040537,A
251.745759,-21.001505,9.039443,A
251.745008,-21.001113,9.039552,A
251.745759,-20.997983,9.040556,A
251.745480,-21.001338,9.039490,A
251.747584,-20.997510,9.040740,A
251.755482,-20.999549,9.040248,A
251.755501,-21.001302,9.039694,A
251.751129,-20.997640,9.040767,A
251.750519,-21.002514,9.039216,A
251.748861,-20.997418,9.040794,A
251.750682,-21.002599,9.039192,A
251.755845,-21.000354,9.040001,A
251.744632,-21.001015,9.039576,A
251.744474,-20.998606,9.040334,A
251.745165,-21.001287,9.039500,A
251.752690,-20.998026,9.040676,A
251.756178,-21.000406,9.039990,A
251.754920,-20.998843,9.040460,A
251.752247,-20.997727,9.040761,A
251.754557,-21.001654,9.039565,A
251.743893,-20.999278,9.040111,A
251.754768,-20.998949,9.040424,A
251.754333,-21.001971,9.039461,A
251.754037,-20.998469,9.040562,A
251.751733,-21.002318,9.039301,A
251.744225,-20.999143,9.040160,A
251.755764,-21.000651,9.039905,A
251.749285,-21.002504,9.039195,A
251.749775,-20.997552,9.040769,A
251.756040,-20.999826,9.040171,A
251.746103,-20.997846,9.040606,A
251.747867,-20.997502,9.040748,A
251.750450,-21.002496,9.039220,A
251.747188,-21.002150,9.039267,A
251.754933,-21.001771,9.039535,A
251.744927,-20.998376,9.040416,A
251.746604,-20.997733,9.040651,A
251.748834,-21.002464,9.039199,A
251.754688,-20.998828,9.040461,A
251.746334,-20.997803,9.040624,A
251.746684,-21.001838,9.039356,A
251.755996,-21.000458,9.039971,A
251.747444,-21.001960,9.039332,A
251.755431,-21.000968,9.039799,A
251.745185,-20.998210,9.040473,A
251.744964,-21.001195,9.039526,A
251.755130,-20.999112,9.040379,A
251.752892,-20.997860,9.040732,A
251.745427,-21.001272,9.039510,A
251.754397,-20.998475,9.040566,A
251.745195,-20.998319,9.040439,A
251.755888,-21.000050,9.040097,A
251.754805,-20.998673,9.040512,A
251.751863,-21.002521,9.039239,A
251.744452,-20.998841,9.040260,A
251.746584,-20.997730,9.040652,A
251.752693,-21.002449,9.039278,A
251.744908,-20.998493,9.040378,A
251.752342,-21.002308,9.039316,A
251.753356,-21.002323,9.039331,A
251.747464,-21.001970,9.039329,A
251.747919,-20.997479,9.040757,A
251.754781,-20.998762,9.040483,A
251.748810,-21.002360,9.039231,A
251.750952,-20.997570,9.040786,A
251.753209,-20.998161,9.040643,A
251.749314,-21.002448,9.039213,A
251.751399,-21.002548,9.039222,A
251.745659,-21.001631,9.039401,A
251.755291,-21.001352,9.039675,A
251.750586,-20.997590,9.040773,A
251.754912,-21.001632,9.039579,A
251.744868,-21.001135,9.039543,A
251.750628,-20.997677,9.040746,A
251.751328,-20.997545,9.040801,A
251.755460,-21.001367,9.039673,A
251.745964,-21.001417,9.039475,A
251.745638,-20.998060,9.040529,A
251.746197,-20.997786,9.040626,A
251.748051,-20.997490,9.040756,A
251.755750,-20.999409,9.040297,A
251.746085,-20.998036,9.040545,A
251.755632,-21.001018,9.039787,A
251.749022,-21.002451,9.039207,A
251.752424,-20.998011,9.040675,A
251.753165,-20.998034,9.040682,A
251.743879,-20.999690,9.039980,A
251.754738,-20.998749,9.040486,A
251.755273,-21.001300,9.039691,A
251.748654,-21.002346,9.039233,A
251.756151,-21.000164,9.040066,A
251.755561,-20.999861,9.040151,A
251.756172,-21.000078,9.040094,A
251.755833,-21.000771,9.039868,A
251.754127,-20.998545,9.040539,A
251.744135,-20.998895,9.040236,A
251.756041,-21.000447,9.039975,A
251.748451,-21.002381,9.039218,A
251.752677,-21.002394,9.039295,A
251.752642,-21.002314,9.039320,A
251.753902,-21.002038,9.039431,A
251.745394,-21.001229,9.039523,A
251.753426,-20.998254,9.040618,A
251.755628,-20.999560,9.040247,A
251.746879,-20.997847,9.040620,A
251.751169,-20.997601,9.040781,A
251.743953,-21.000000,9.039884,A
251.751470,-20.997598,9.040787,A
251.755393,-20.999176,9.040364,A
251.755842,-20.999793,9.040178,A
251.744816,-21.000625,9.039703,A
251.745717,-21.001560,9.039425,A
251.748968,-21.002435,9.039211,A
251.746350,-21.001791,9.039364,A
251.743978,-21.000262,9.039801,A
251.744009,-20.999972,9.039894,A
251.752967,-20.998057,9.040671,A
251.755414,-21.001401,9.039661,A
251.748452,-20.997486,9.040765,A
251.744408,-20.998852,9.040255,A
251.752518,-20.997859,9.040725,A
251.751231,-20.997625,9.040774,A
251.752446,-21.002376,9.039296,A
251.754945,-20.998827,9.040466,A
251.744602,-20.998910,9.040241,A
251.754749,-20.998849,9.040455,A
251.755679,-20.999739,9.040192,A
251.748686,-20.997596,9.040735,A
251.744603,-21.000835,9.039632,A
251.752158,-20.997807,9.040735,A
251.754902,-20.998760,9.040486,A
251.753782,-21.002137,9.039397,A
251.756022,-21.000539,9.039946,A
251.752632,-20.997840,9.040733,A
251.744109,-20.998914,9.040230,A
251.744671,-21.000832,9.039635,A
251.749302,-21.002375,9.039236,A
251.744631,-20.998524,9.040363,A
251.754191,-20.998409,9.040584,A
251.749334,-20.997626,9.040737,A
251.744068,-20.999189,9.040142,A
251.744283,-20.999370,9.040089,A
251.754615,-20.998717,9.040494,A
251.748348,-21.002363,9.039222,A
251.745864,-20.997938,9.040572,A
251.748667,-21.002426,9.039208,A
251.754936,-20.998778,9.040481,A
251.754856,-20.998861,9.040453,A
251.744446,-21.000764,9.039652,A
251.750168,-20.997441,9.040812,A
251.748261,-21.002284,9.039245,A
251.754793,-21.001854,9.039506,A
251.755273,-21.001437,9.039647,A
251.749539,-20.997489,9.040785,A
251.754950,-20.998722,9.040499,A
251.744214,-21.000218,9.039820,A
251.755744,-21.000368,9.039994,A
251.755087,-21.001635,9.039581,A
251.753731,-20.998260,9.040622,A
251.754192,-20.998376,9.040594,A
251.754474,-20.998447,9.040577,A
251.755592,-21.001022,9.039785,A
251.750372,-21.002393,9.039251,A
251.744337,-21.000260,9.039809,A
251.754959,-21.001761,9.039539,A
251.753150,-21.002143,9.039383,A
251.748671,-20.997621,9.040726,A
251.754681,-21.001602,9.039584,A
251.749273,-21.002475,9.039204,A
251.744228,-21.000524,9.039723,A
251.747493,-21.002240,9.039244,A
251.750832,-20.997630,9.040765,A
251.749172,-21.002458,9.039207,A
251.745036,-21.001036,9.039577,A
251.744077,-20.999595,9.040014,A
251.745460,-21.001443,9.039457,A
251.744641,-20.998607,9.040337,A
251.745086,-21.001259,9.039508,A
251.747524,-20.997584,9.040716,A
251.752943,-20.997883,9.040726,A
251.744124,-20.999478,9.040052,A
251.753196,-20.998028,9.040685,A
251.756132,-21.000355,9.040006,A
251.743972,-20.999457,9.040056,A
251.744159,-21.000055,9.039870,A
251.747196,-20.997764,9.040653,A
251.750407,-20.997583,9.040772,A
251.746627,-20.997934,9.040588,A
251.744757,-21.000907,9.039613,A
251.753042,-21.002241,9.039350,A
251.752313,-20.997754,9.040754,A
251.755494,-21.001153,9.039741,A
251.746328,-20.997892,9.040595,A
251.744567,-21.000800,9.039643,A
251.755278,-21.001118,9.039748,A
251.750949,-21.002500,9.039229,A
251.754035,-20.998515,9.040547,A
251.755889,-20.999592,9.040242,A
251.756011,-21.000859,9.039844,A
251.754410,-20.998467,9.040569,A
251.754932,-21.001762,9.039538,A
251.752441,-20.997787,9.040746,A
251.746684,-21.002016,9.039299,A
251.755629,-21.001209,9.039726,A
251.745586,-21.001592,9.039412,A
251.754646,-20.998594,9.040534,A
251.744136,-20.999474,9.040053,A
251.755061,-21.001679,9.039567,A
251.744507,-21.000382,9.039774,A
251.748034,-20.997541,9.040739,A
251.744867,-21.001183,9.039528,A
251.744286,-21.000659,9.039682,A
251.749761,-20.997427,9.040809,A
251.753796,-20.998272,9.040619,A
251.751626,-20.997677,9.040765,A
251.755822,-21.000886,9.039832,A
251.756003,-21.000235,9.040041,A
251.752676,-21.002335,9.039314,A
251.744311,-20.999738,9.039973,A
251.744289,-20.998772,9.040278,A
251.744759,-21.000953,9.039598,A
251.750324,-20.997504,9.040795,A
251.750496,-21.002476,9.039227,A
251.753568,-21.002024,9.039429,A
251.752219,-21.002487,9.039257,A
251.747280,-21.002129,9.039275,A
251.745859,-21.001705,9.039382,A
251.744263,-20.999307,9.040109,A
251.747326,-20.997586,9.040711,A
251.755897,-21.000431,9.039977,A
251.753807,-20.998224,9.040634,A
251.754419,-21.001932,9.039475,A
251.747174,-20.997617,9.040699,A
251.743928,-20.999504,9.040040,A
251.751581,-21.002508,9.039238,A
251.753376,-21.002223,9.039363,A
251.748279,-20.997551,9.040741,A
251.751278,-21.002411,9.039263,A
251.752663,-20.997905,9.040713,A
251.755225,-21.001390,9.039661,A
251.755723,-21.000167,9.040057,A
251.750278,-21.002433,9.039237,A
251.743910,-20.999790,9.039949,A
251.744117,-21.000141,9.039842,A
251.747960,-20.997542,9.040738,A
251.744024,-21.000156,9.039836,A
251.754029,-20.998495,9.040553,A
251.746774,-20.997819,9.040627,A
251.745136,-21.001184,9.039532,A
251.755136,-20.999154,9.040366,A
251.751051,-20.997664,9.040758,A
251.746191,-20.997843,9.040608,A
251.749864,-21.002379,9.039246,A
251.755618,-21.001126,9.039752,A
251.744055,-21.000256,9.039805,A
251.748679,-21.002331,9.039238,A
251.753806,-20.998177,9.040649,A
251.755312,-21.001483,9.039634,A
251.744597,-21.000828,9.039635,A
251.746339,-21.001898,9.039330,A
251.747599,-20.997506,9.040742,A
251.755629,-21.001102,9.039760,A
251.747500,-20.997543,9.040728,A
251.743939,-20.999504,9.040040,A
251.756181,-21.000383,9.039998,A
251.753821,-20.998162,9.040654,A
251.749667,-21.002433,9.039225,A
251.754284,-20.998399,9.040588,A
251.748155,-21.002256,9.039252,A
251.744749,-20.998788,9.040282,A
251.750767,-20.997635,9.040762,A
251.744596,-20.999042,9.040199,A
251.755724,-20.999617,9.040231,A
251.754383,-20.998457,9.040572,A
251.751051,-21.002588,9.039202,A
251.752692,-21.002214,9.039352,A
251.744667,-21.000871,9.039622,A
251.755774,-21.000249,9.040032,A
251.756188,-21.000364,9.040004,A
251.745626,-20.997998,9.040548,A
251.745334,-21.001432,9.039458,A
251.744905,-21.001178,9.039530,A
251.751576,-20.997830,9.040716,A
251.748218,-21.002310,9.039236,A
251.744552,-21.000602,9.039705,A
251.746440,-21.001915,9.039327,A
251.746918,-20.997673,9.040676,A
251.752750,-20.997839,9.040736,A
251.745172,-20.998169,9.040486,A
251.751782,-20.997642,9.040779,A
251.750192,-21.002396,9.039247,A
251.749265,-21.002505,9.039194,A
251.746342,-20.997966,9.040572,A
251.747015,-20.997605,9.040699,A
251.748407,-20.997636,9.040717,A
251.752645,-20.997924,9.040707,A
251.754335,-21.002031,9.039442,A
251.755638,-21.000958,9.039806,A
251.749960,-21.002478,9.039216,A
251.752626,-21.002394,9.039294,A
251.750316,-20.997599,9.040765,A
251.746630,-20.997713,9.040658,A
251.748805,-20.997562,9.040747,A
251.753074,-21.002393,9.039303,A
251.750675,-20.997709,9.040737,A
251.745108,-21.001030,9.039580,A
251.745746,-21.001627,9.039404,A
251.753927,-20.998521,9.040543,A
251.753009,-20.998028,9.040681,A
251.747221,-20.997773,9.040650,A
251.755799,-21.000911,9.039824,A
251.743858,-20.999853,9.039928,A
251.753223,-21.002343,9.039322,A
251.745728,-20.998024,9.040542,A
251.745891,-21.001584,9.039420,A
251.744130,-20.999695,9.039983,A
251.755698,-21.001029,9.039784,A
251.746235,-21.001767,9.039369,A
251.745217,-21.001227,9.039520,A
251.755746,-20.999368,9.040310,A
251.746324,-21.001787,9.039365,A
251.747393,-20.997675,9.040685,A
251.752950,-20.997900,9.040720,A
251.754909,-20.998922,9.040435,A
251.744458,-20.998839,9.040260,A
251.744190,-20.999168,9.040151,A
251.744162,-20.999315,9.040104,A
251.755132,-20.999116,9.040378,A
251.755758,-21.000489,9.039956,A
251.752504,-21.002443,9.039276,A
251.746493,-21.001685,9.039400,A
251.755842,-20.999711,9.040204,A
251.744723,-21.000993,9.039585,A
251.755442,-21.001450,9.039647,A
251.751215,-21.002487,9.039238,A
251.744109,-20.999627,9.040004,A
251.747845,-20.997470,9.040758,A
251.755709,-20.999537,9.040256,A
251.746239,-20.997850,9.040607,A
251.755911,-20.999572,9.040249,A
251.744183,-21.000063,9.039868,A
251.748459,-21.002386,9.039216,A
251.755404,-20.999109,9.040386,A
251.751322,-20.997623,9.040777,A
251.755257,-21.001543,9.039614,A
251.744133,-21.000400,9.039761,A
251.748786,-20.997498,9.040767,A
251.745180,-20.998543,9.040368,A
251.755197,-20.999057,9.040398,A
251.748793,-21.002366,9.039229,A
251.748990,-21.002297,9.039255,A
251.744131,-20.999131,9.040162,A
251.746190,-21.001807,9.039356,A
251.744558,-20.998599,9.040338,A
251.748054,-20.997452,9.040768,A
251.744303,-21.000352,9.039779,A
251.746694,-21.001975,9.039313,A
251.755986,-21.000497,9.039958,A
251.754449,-20.998492,9.040562,A
251.755777,-20.999423,9.040293,A
251.750989,-21.002475,9.039237,A
251.746063,-21.001482,9.039456,A
251.751756,-21.002521,9.039237,A
251.744206,-21.000360,9.039775,A
251.756158,-21.000392,9.039995,A
251.746194,-20.997846,9.040608,A
251.753943,-20.998254,9.040628,A
251.744648,-20.998563,9.040351,A
251.753753,-20.998136,9.040661,A
251.749257,-20.997397,9.040808,A
251.744704,-20.998423,9.040396,A
251.745565,-21.001449,9.039457,A
251.745005,-21.001285,9.039498,A
251.749374,-21.002612,9.039163,F
251.756092,-21.001050,9.039785,F
251.755362,-20.998836,9.040471,F
251.748284,-20.997360,9.040801,F
251.755315,-21.001714,9.039561,F
251.743663,-20.999883,9.039915,F
251.756352,-21.000341,9.040014,F
251.750292,-20.997362,9.040839,F
251.746474,-21.002038,9.039288,F
251.746587,-21.002073,9.039279,F
251.755675,-21.001472,9.039644,F
251.753728,-21.002332,9.039335,F
251.750989,-21.002671,9.039175,F
251.756253,-20.999837,9.040172,F
251.752184,-20.997614,9.040796,F
251.743842,-21.000354,9.039770,F
251.745887,-20.997777,9.040624,F
251.744817,-21.001284,9.039495,F
251.743909,-20.998946,9.040216,F
251.751308,-20.997466,9.040826,F
251.753989,-20.998129,9.040668,F
251.749249,-20.997328,9.040830,F
251.743923,-20.998926,9.040222,F
251.755290,-20.998787,9.040485,F
251.747686,-20.997415,9.040772,F
251.753688,-21.002340,9.039331,F
251.746158,-20.997699,9.040653,F
251.744740,-21.001234,9.039509,F
251.752383,-21.002578,9.039231,F
251.754854,-20.998524,9.040560,F
251.755809,-21.001360,9.039682,F
251.745336,-21.001574,9.039413,F
251.751038,-21.002670,9.039176,F
251.754945,-20.998574,9.040546,F
251.744164,-20.998665,9.040310,F
251.753306,-20.997895,9.040729,F
251.745649,-20.997855,9.040594,F
251.755722,-20.999124,9.040387,F
251.743895,-20.998966,9.040209,F
251.750319,-20.997364,9.040839,F
251.752967,-21.002491,9.039270,F
251.744473,-21.001041,9.039565,F
251.749272,-21.002601,9.039164,F
251.754171,-20.998201,9.040649,F
251.746275,-21.001970,9.039306,F
251.746328,-21.001987,9.039302,F
251.746876,-21.002160,9.039257,F
251.752275,-21.002590,9.039226,F
251.748345,-21.002483,9.039184,F
251.745258,-20.998002,9.040540,F
251.743677,-20.999429,9.040059,F
251.754601,-21.002055,9.039439,F
251.744257,-21.000856,9.039619,F
251.756239,-20.999800,9.040183,F
251.751654,-20.997518,9.040816,F
251.754674,-20.998431,9.040586,F
251.743664,-20.999884,9.039915,F
251.743645,-20.999668,9.039983,F
251.756258,-21.000765,9.039878,F
251.745113,-21.001460,9.039445,F
251.756351,-21.000403,9.039995,F
251.749073,-20.997328,9.040826,F
251.745363,-20.997959,9.040556,F
251.743666,-20.999912,9.039906,F
251.750628,-21.002673,9.039168,F
251.754699,-20.998443,9.040582,F
251.745475,-21.001643,9.039394,F
251.754289,-20.998250,9.040635,F
251.743962,-20.998881,9.040238,F
251.745104,-20.998068,9.040516,F
251.748490,-21.002505,9.039179,F
251.756131,-21.000996,9.039803,F
251.745219,-20.998021,9.040534,F
251.756351,-21.000380,9.040002,F
251.747814,-21.002386,9.039204,F
251.755646,-21.001493,9.039637,F
251.747655,-21.002353,9.039212,F
251.743900,-20.998961,9.040211,F
251.748227,-21.002464,9.039188,F
251.755809,-21.001359,9.039682,F
251.755406,-20.998867,9.040462,F
251.750152,-20.997353,9.040839,F
251.752984,-21.002490,9.039271,F
251.744254,-21.000854,9.039620,F
251.756331,-21.000538,9.039952,F
251.746565,-21.002066,9.039281,F
251.750888,-20.997415,9.040834,F
251.754904,-20.998550,9.040553,F
251.743752,-20.999218,9.040127,F
251.751814,-20.997544,9.040811,F
251.743645,-20.999712,9.039969,F
251.743902,-20.998957,9.040212,F
251.744740,-21.001233,9.039509,F
251.751383,-20.997476,9.040824,F
251.754675,-20.998429,9.040586,F
251.749892,-21.002649,9.039161,F
251.743823,-20.999078,9.040172,F
251.752651,-20.997716,9.040773,F
251.750114,-21.002660,9.039162,F
251.745068,-20.998088,9.040510,F
251.743657,-20.999855,9.039924,F
251.755841,-20.999239,9.040353,F
251.751311,-20.997467,9.040826,F
251.744837,-21.001296,9.039491,F
251.753867,-21.002296,9.039349,F
251.751060,-20.997435,9.040831,F
251.752550,-21.002557,9.039241,F
251.749754,-21.002641,9.039161,F
251.753662,-21.002349,9.039328,F
251.749773,-20.997336,9.040838,F
251.744529,-21.001082,9.039553,F
251.743885,-21.000422,9.039749,F
251.748232,-21.002464,9.039187,F
251.755960,-20.999370,9.040314,F
251.751469,-20.997489,9.040822,F
251.756082,-21.001067,9.039780,F
251.750155,-20.997354,9.040839,F
251.746572,-21.002067,9.039281,F
251.745373,-20.997955,9.040557,F
251.756337,-21.000505,9.039962,F
251.756169,-21.000938,9.039822,F
251.747920,-21.002408,9.039199,F
251.756344,-21.000156,9.040073,F
251.748994,-21.002573,9.039168,F
251.755779,-21.001385,9.039674,F
251.743679,-20.999965,9.039889,F
251.743704,-21.000056,9.039861,F
251.752381,-21.002578,9.039231,F
251.745854,-20.997787,9.040620,F
251.751638,-21.002644,9.039196,F
251.756352,-21.000400,9.039996,F
251.756218,-20.999753,9.040198,F
251.743715,-20.999300,9.040100,F
251.754845,-21.001954,9.039476,F
251.755941,-21.001233,9.039725,F
251.754254,-20.998235,9.040640,F
251.746089,-21.001902,9.039324,F
251.754240,-20.998229,9.040641,F
251.755599,-21.001529,9.039625,F
251.756059,-20.999493,9.040277,F
251.746811,-21.002141,9.039262,F
251.753290,-20.997889,9.040731,F
251.750684,-20.997395,9.040836,F
251.743782,-20.999153,9.040148,F
251.751026,-21.002670,9.039176,F
251.743697,-20.999356,9.040082,F
251.756322,-21.000576,9.039940,F
251.750053,-20.997348,9.040839,F
251.744064,-21.000659,9.039678,F
251.755521,-21.001584,9.039606,F
251.744510,-21.001071,9.039556,F
251.754005,-21.002257,9.039364,F
251.744623,-21.001154,9.039532,F
251.745662,-20.997849,9.040596,F
251.755610,-21.001519,9.039628,F
251.750780,-20.997404,9.040835,F
251.754867,-21.001945,9.039479,F
251.756181,-20.999687,9.040218,F
251.751682,-20.997522,9.040815,F
251.744617,-20.998327,9.040425,F
251.750784,-21.002672,9.039171,F
251.753451,-21.002398,9.039309,F
251.743713,-20.999310,9.040097,F
251.744539,-21.001093,9.039550,F
251.745624,-20.997862,9.040592,F
251.749926,-21.002652,9.039161,F
251.755842,-21.001331,9.039692,F
251.743759,-21.000191,9.039820,F
251.749359,-21.002610,9.039163,F
251.743649,-20.999751,9.039957,F
251.748129,-21.002446,9.039191,F
251.754316,-20.998262,9.040632,F
251.745188,-21.001499,9.039434,F
251.754081,-20.998164,9.040659,F
251.756293,-20.999937,9.040141,F
251.750969,-20.997423,9.040833,F
251.749265,-20.997329,9.040830,F
251.755899,-20.999299,9.040335,F
251.748906,-21.002563,9.039169,F
251.756168,-20.999663,9.040225,F
251.755187,-20.998719,9.040505,F
251.754436,-21.002117,9.039417,F
251.752992,-20.997804,9.040751,F
251.756335,-21.000514,9.039959,F
251.745927,-21.001840,9.039340,F
251.748799,-21.002549,9.039172,F
251.747453,-20.997444,9.040759,F
251.753252,-21.002440,9.039292,F
251.751229,-21.002665,9.039182,F
251.745891,-20.997774,9.040624,F
251.745401,-21.001609,9.039403,F
251.750704,-20.997396,9.040836,F
251.753076,-20.997827,9.040746,F
251.743849,-20.999035,9.040187,F
251.743746,-21.000166,9.039827,F
251.754365,-21.002143,9.039407,F
251.743650,-20.999799,9.039941,F
251.755638,-21.001497,9.039635,F
251.751087,-21.002669,9.039178,F
251.746090,-20.997717,9.040646,F
251.753080,-21.002473,9.039278,F
251.744563,-20.998360,9.040414,F
251.748048,-21.002431,9.039194,F
251.755139,-21.001812,9.039526,F
251.756034,-20.999462,9.040286,F
251.743861,-21.000388,9.039759,F
251.749652,-20.997332,9.040836,F
251.747452,-20.997445,9.040758,F
251.755761,-20.999160,9.040376,F
251.747035,-20.997508,9.040730,F
251.748299,-20.997360,9.040802,F
251.746399,-20.997637,9.040678,F
251.745094,-21.001447,9.039449,F
251.746693,-21.002106,9.039271,F
251.756345,-21.000468,9.039974,F
251.747069,-20.997502,9.040733,F
251.756315,-21.000607,9.039930,F
251.751088,-20.997437,9.040831,F
251.744405,-20.998468,9.040377,F
251.755252,-21.001750,9.039548,F
251.756330,-21.000548,9.039949,F
251.743714,-20.999305,9.040099,F
251.744895,-21.001333,9.039481,F
251.755923,-21.001252,9.039718,F
251.748642,-21.002528,9.039175,F
251.754920,-21.001921,9.039488,F
251.748423,-21.002495,9.039181,F
251.751271,-20.997462,9.040827,F
251.755797,-21.001368,9.039679,F
251.746011,-21.001873,9.039332,F
251.756190,-20.999705,9.040212,F
251.743810,-21.000301,9.039786,F
251.744885,-21.001327,9.039482,F
251.745162,-21.001486,9.039437,F
251.744167,-20.998664,9.040310,F
251.743674,-20.999441,9.040055,F
251.747771,-20.997406,9.040777,F
251.753968,-20.998120,9.040670,F
251.744032,-21.000620,9.039689,F
251.746288,-20.997665,9.040666,F
251.756346,-21.000445,9.039981,F
251.755016,-21.001874,9.039504,F
251.744077,-21.000674,9.039673,F
251.747631,-20.997422,9.040769,F
251.754976,-21.001894,9.039497,F
251.751846,-21.002631,9.039204,F
251.745525,-21.001668,9.039387,F
251.743840,-21.000353,9.039770,F
251.743908,-21.000459,9.039738,F
251.746964,-21.002183,9.039252,F
251.754110,-20.998176,9.040656,F
251.755618,-21.001513,9.039630,F
251.748926,-21.002564,9.039169,F
251.755793,-20.999192,9.040367,F
251.744202,-21.000804,9.039634,F
251.754671,-21.002028,9.039449,F
251.746960,-20.997522,9.040725,F
251.753725,-20.998032,9.040694,F
251.745815,-20.997799,9.040615,F
251.749318,-21.002606,9.039163,F
251.753501,-21.002387,9.039313,F
251.752088,-20.997595,9.040800,F
251.747164,-20.997486,9.040740,F
251.754910,-20.998554,9.040551,F
251.756338,-21.000108,9.040088,F
251.756212,-20.999749,9.040199,F
251.752545,-21.002556,9.039241,F
251.749279,-21.002602,9.039164,F
251.756346,-21.000459,9.039977,F
251.755293,-21.001725,9.039557,F
251.747141,-20.997490,9.040738,F
251.752604,-21.002548,9.039245,F
251.753643,-20.998002,9.040701,F
251.746798,-20.997552,9.040712,F
251.745242,-21.001527,9.039426,F
251.746051,-20.997727,9.040642,F
251.744125,-21.000727,9.039657,F
251.745097,-21.001449,9.039448,F
251.743645,-20.999718,9.039967,F
251.749857,-21.002647,9.039161,F
251.754919,-20.998559,9.040550,F
251.745353,-20.997964,9.040554,F
251.753590,-20.997984,9.040706,F
251.756330,-21.000551,9.039948,F
251.748072,-21.002437,9.039193,F
251.744560,-20.998363,9.040413,F
251.755483,-21.001610,9.039597,F
251.755929,-21.001245,9.039721,F
251.743913,-20.998940,9.040218,F
251.750876,-20.997413,9.040834,F
251.744607,-20.998336,9.040422,F
251.756275,-21.000721,9.039893,F
251.744566,-20.998360,9.040414,F
251.750577,-21.002671,9.039167,F
251.749832,-21.002644,9.039161,F
251.744575,-20.998353,9.040416,F
251.756220,-21.000849,9.039851,F
251.749722,-20.997335,9.040837,F
251.745748,-20.997821,9.040607,F
251.756334,-21.000087,9.040094,F
251.756307,-20.999981,9.040127,F
251.745918,-20.997768,9.040627,F
251.743883,-21.000419,9.039750,F
251.749753,-20.997336,9.040837,F
251.748462,-20.997350,9.040808,F
251.754013,-21.002254,9.039365,F
251.749956,-21.002652,9.039161,F
251.745100,-21.001452,9.039447,F
251.748630,-20.997341,9.040814,F
251.753475,-21.002392,9.039311,F
251.744446,-21.001017,9.039572,F
251.756031,-21.001130,9.039759,F
251.746957,-21.002183,9.039252,F
251.745825,-20.997795,9.040617,F
251.743650,-20.999799,9.039941,F
251.755564,-21.001554,9.039616,F
251.754261,-21.002177,9.039394,F
251.745078,-20.998081,9.040512,F
251.750805,-20.997406,9.040835,F
251.754061,-21.002240,9.039370,F
251.754374,-21.002140,9.039408,F
251.747108,-21.002224,9.039242,F
251.746252,-20.997673,9.040663,F
251.743939,-20.998906,9.040229,F
251.745820,-21.001795,9.039352,F
251.744589,-21.001129,9.039539,F
251.748805,-20.997334,9.040819,F
251.753190,-20.997861,9.040737,F
251.746595,-20.997593,9.040695,F
251.756301,-21.000651,9.039915,F
251.752698,-20.997729,9.040770,F
251.751604,-21.002646,9.039195,F
251.755306,-20.998797,9.040482,F
251.756329,-21.000551,9.039948,F
251.751484,-21.002653,9.039190,F
251.756216,-20.999751,9.040198,F
251.744782,-20.998232,9.040458,F
251.745644,-21.001721,9.039373,F
251.756213,-20.999745,9.040200,F
251.744493,-20.998406,9.040398,F
251.749948,-21.002653,9.039161,F
251.751030,-21.002669,9.039176,F
251.744720,-20.998265,9.040447,F
251.753330,-20.997901,9.040727,F
251.743693,-21.000010,9.039876,F
251.756182,-20.999688,9.040218,F
251.746999,-20.997513,9.040728,F
251.752658,-20.997718,9.040772,F
251.754927,-20.998564,9.040549,F
251.753548,-21.002376,9.039318,F
251.755933,-20.999342,9.040322,F
251.743712,-21.000077,9.039855,F
251.744946,-20.998145,9.040489,F
251.743660,-20.999522,9.040029,F
251.746050,-21.001887,9.039328,F
251.756338,-21.000113,9.040086,F
251.743691,-21.000008,9.039876,F
251.744595,-21.001132,9.039538,F
251.744442,-21.001017,9.039572,F
251.746371,-20.997643,9.040675,F
251.743712,-21.000072,9.039856,F
251.755631,-21.001505,9.039633,F
251.749896,-20.997342,9.040838,F
251.748855,-20.997333,9.040821,F
251.756343,-21.000449,9.039980,F
251.755917,-20.999319,9.040329,F
251.756255,-20.999836,9.040172,F
251.750321,-20.997365,9.040839,F
251.754431,-21.002119,9.039416,F
251.744651,-20.998307,9.040432,F
251.748361,-20.997356,9.040804,F
251.755210,-21.001774,9.039540,F
251.743654,-20.999827,9.039933,F
251.755824,-21.001345,9.039687,F
251.755979,-21.001188,9.039740,F
251.743814,-21.000308,9.039784,F
